segment_name,segment_description,segment_total_detractors,segment_detractors_with_comments,segment_comment_themes,entity_id,nps_score,nps_score_label,nps_comment,nps_source,nps_submitted_date,nps_submitted_fiscal_year,nps_submitted_fiscal_quarter,nps_campaign_name,account_type,company_name,bidding_status,copart_user,transaction_role,state,region_name,territory_name,bought_item_count,sold_item_count,bought_hammer_total,sold_hammer_total,items_bid_on,lifetime_bids,wins,win_rate_pct,avg_highest_bid,serious_bids,bidding_intensity_tier,win_rate_tier,avg_bid_value_tier,bid_recency,account_tenure_tier,customer_lifecycle_stage,engagement_level
FY2026 Q2 Detractors (Spike Quarter),Detractors from the quarter with the highest detractor rate (18.7%). Something changed this quarter.,124,36,"**Fee Structure Complaints (6 comments)**: Customers are frustrated with the 10% buyer's premium and additional fees, viewing them as uncompetitive compared to other auction sites. **Technical and Operational Issues (6 comments)**: Users report problems with search functionality, payment processing, slow title transfers, lack of mobile app, and bidding difficulties due to technical constraints. **Process and Policy Frustrations (4 comments)**: Detractors are upset about auction time extensions, reopened closed auctions, and lack of seller accountability for misrepresented items. **Dismissive/Hostile Responses (8 comments)**: Many responses are extremely brief or hostile, suggesting high levels of frustration that customers don't want to elaborate on. **New User Experience (4 comments)**: Several detractors indicate they are new users or haven't used the platform recently, suggesting onboarding or re-engagement challenges. The overall takeaway is that this spike quarter saw significant dissatisfaction with core platform economics (fees), technical functionality, and operational processes, particularly among newer users.",156359,1,detractor,,iterable,2026-01-27 00:00:00,2026,2,,personal,Imrna Nazir,Authorized,False,buyer_only,KS,Upper Midwest,Northeast KS,3,0,12350,0,15,77,2,13.3,4600.0,4,active (50-199 bids),moderate (10-25%),small ($1k-$5k),bid_last_year,veteran (5+ years),repeat,medium
FY2026 Q2 Detractors (Spike Quarter),Detractors from the quarter with the highest detractor rate (18.7%). Something changed this quarter.,124,36,"**Fee Structure Complaints (6 comments)**: Customers are frustrated with the 10% buyer's premium and additional fees, viewing them as uncompetitive compared to other auction sites. **Technical and Operational Issues (6 comments)**: Users report problems with search functionality, payment processing, slow title transfers, lack of mobile app, and bidding difficulties due to technical constraints. **Process and Policy Frustrations (4 comments)**: Detractors are upset about auction time extensions, reopened closed auctions, and lack of seller accountability for misrepresented items. **Dismissive/Hostile Responses (8 comments)**: Many responses are extremely brief or hostile, suggesting high levels of frustration that customers don't want to elaborate on. **New User Experience (4 comments)**: Several detractors indicate they are new users or haven't used the platform recently, suggesting onboarding or re-engagement challenges. The overall takeaway is that this spike quarter saw significant dissatisfaction with core platform economics (fees), technical functionality, and operational processes, particularly among newer users.",465496,1,detractor,,iterable,2026-01-30 00:00:00,2026,2,,personal,,Authorized,False,buyer_only,MO,Upper Midwest,Central MO,1,0,1150,0,10,51,1,10.0,1210.0,3,active (50-199 bids),moderate (10-25%),small ($1k-$5k),bid_last_year,established (1-3 years),first_time,low
FY2026 Q2 Detractors (Spike Quarter),Detractors from the quarter with the highest detractor rate (18.7%). Something changed this quarter.,124,36,"**Fee Structure Complaints (6 comments)**: Customers are frustrated with the 10% buyer's premium and additional fees, viewing them as uncompetitive compared to other auction sites. **Technical and Operational Issues (6 comments)**: Users report problems with search functionality, payment processing, slow title transfers, lack of mobile app, and bidding difficulties due to technical constraints. **Process and Policy Frustrations (4 comments)**: Detractors are upset about auction time extensions, reopened closed auctions, and lack of seller accountability for misrepresented items. **Dismissive/Hostile Responses (8 comments)**: Many responses are extremely brief or hostile, suggesting high levels of frustration that customers don't want to elaborate on. **New User Experience (4 comments)**: Several detractors indicate they are new users or haven't used the platform recently, suggesting onboarding or re-engagement challenges. The overall takeaway is that this spike quarter saw significant dissatisfaction with core platform economics (fees), technical functionality, and operational processes, particularly among newer users.",147075,1,detractor,,iterable,2025-12-12 00:00:00,2026,2,,both,Swinford farms,Authorized,False,never_transacted,OK,Southern Plains,Tulsa OK,0,0,0,0,17,45,0,0.0,2661.76,2,moderate (10-49 bids),never_won,small ($1k-$5k),bid_last_30_days,veteran (5+ years),never_transacted,none
FY2026 Q2 Detractors (Spike Quarter),Detractors from the quarter with the highest detractor rate (18.7%). Something changed this quarter.,124,36,"**Fee Structure Complaints (6 comments)**: Customers are frustrated with the 10% buyer's premium and additional fees, viewing them as uncompetitive compared to other auction sites. **Technical and Operational Issues (6 comments)**: Users report problems with search functionality, payment processing, slow title transfers, lack of mobile app, and bidding difficulties due to technical constraints. **Process and Policy Frustrations (4 comments)**: Detractors are upset about auction time extensions, reopened closed auctions, and lack of seller accountability for misrepresented items. **Dismissive/Hostile Responses (8 comments)**: Many responses are extremely brief or hostile, suggesting high levels of frustration that customers don't want to elaborate on. **New User Experience (4 comments)**: Several detractors indicate they are new users or haven't used the platform recently, suggesting onboarding or re-engagement challenges. The overall takeaway is that this spike quarter saw significant dissatisfaction with core platform economics (fees), technical functionality, and operational processes, particularly among newer users.",457615,1,detractor,,iterable,2025-12-03 00:00:00,2026,2,,personal,Fred	Seymour,Authorized,False,buyer_only,KS,Upper Midwest,Northeast KS,3,0,52000,0,6,27,3,50.0,13079.17,3,moderate (10-49 bids),high (50%+),medium ($5k-$15k),bid_last_30_days,established (1-3 years),repeat,medium
FY2026 Q2 Detractors (Spike Quarter),Detractors from the quarter with the highest detractor rate (18.7%). Something changed this quarter.,124,36,"**Fee Structure Complaints (6 comments)**: Customers are frustrated with the 10% buyer's premium and additional fees, viewing them as uncompetitive compared to other auction sites. **Technical and Operational Issues (6 comments)**: Users report problems with search functionality, payment processing, slow title transfers, lack of mobile app, and bidding difficulties due to technical constraints. **Process and Policy Frustrations (4 comments)**: Detractors are upset about auction time extensions, reopened closed auctions, and lack of seller accountability for misrepresented items. **Dismissive/Hostile Responses (8 comments)**: Many responses are extremely brief or hostile, suggesting high levels of frustration that customers don't want to elaborate on. **New User Experience (4 comments)**: Several detractors indicate they are new users or haven't used the platform recently, suggesting onboarding or re-engagement challenges. The overall takeaway is that this spike quarter saw significant dissatisfaction with core platform economics (fees), technical functionality, and operational processes, particularly among newer users.",494544,1,detractor,search is practically non-existent. too much efforts and time to find a needed item,iterable,2025-12-23 00:00:00,2026,2,,personal,,Authorized,False,never_transacted,TN,South Atlantic,Eastern TN (Knoxville),0,0,0,0,3,15,0,0.0,5066.67,2,moderate (10-49 bids),never_won,medium ($5k-$15k),bid_last_year,early (3-12 months),never_transacted,none
FY2026 Q2 Detractors (Spike Quarter),Detractors from the quarter with the highest detractor rate (18.7%). Something changed this quarter.,124,36,"**Fee Structure Complaints (6 comments)**: Customers are frustrated with the 10% buyer's premium and additional fees, viewing them as uncompetitive compared to other auction sites. **Technical and Operational Issues (6 comments)**: Users report problems with search functionality, payment processing, slow title transfers, lack of mobile app, and bidding difficulties due to technical constraints. **Process and Policy Frustrations (4 comments)**: Detractors are upset about auction time extensions, reopened closed auctions, and lack of seller accountability for misrepresented items. **Dismissive/Hostile Responses (8 comments)**: Many responses are extremely brief or hostile, suggesting high levels of frustration that customers don't want to elaborate on. **New User Experience (4 comments)**: Several detractors indicate they are new users or haven't used the platform recently, suggesting onboarding or re-engagement challenges. The overall takeaway is that this spike quarter saw significant dissatisfaction with core platform economics (fees), technical functionality, and operational processes, particularly among newer users.",405899,1,detractor,,iterable,2026-01-20 00:00:00,2026,2,,personal,,Authorized,False,buyer_only,KS,Upper Midwest,North Central KS,2,0,9600,0,4,14,2,50.0,3537.5,3,moderate (10-49 bids),high (50%+),small ($1k-$5k),bid_last_year,established (1-3 years),repeat,low
FY2026 Q2 Detractors (Spike Quarter),Detractors from the quarter with the highest detractor rate (18.7%). Something changed this quarter.,124,36,"**Fee Structure Complaints (6 comments)**: Customers are frustrated with the 10% buyer's premium and additional fees, viewing them as uncompetitive compared to other auction sites. **Technical and Operational Issues (6 comments)**: Users report problems with search functionality, payment processing, slow title transfers, lack of mobile app, and bidding difficulties due to technical constraints. **Process and Policy Frustrations (4 comments)**: Detractors are upset about auction time extensions, reopened closed auctions, and lack of seller accountability for misrepresented items. **Dismissive/Hostile Responses (8 comments)**: Many responses are extremely brief or hostile, suggesting high levels of frustration that customers don't want to elaborate on. **New User Experience (4 comments)**: Several detractors indicate they are new users or haven't used the platform recently, suggesting onboarding or re-engagement challenges. The overall takeaway is that this spike quarter saw significant dissatisfaction with core platform economics (fees), technical functionality, and operational processes, particularly among newer users.",494470,1,detractor,,iterable,2026-01-02 00:00:00,2026,2,,business,,Authorized,False,never_transacted,OH,Great Lakes,Southeast OH (Columbus),0,0,0,0,2,10,0,0.0,150.0,1,moderate (10-49 bids),never_won,micro (< $1k),bid_last_year,early (3-12 months),never_transacted,none
FY2026 Q2 Detractors (Spike Quarter),Detractors from the quarter with the highest detractor rate (18.7%). Something changed this quarter.,124,36,"**Fee Structure Complaints (6 comments)**: Customers are frustrated with the 10% buyer's premium and additional fees, viewing them as uncompetitive compared to other auction sites. **Technical and Operational Issues (6 comments)**: Users report problems with search functionality, payment processing, slow title transfers, lack of mobile app, and bidding difficulties due to technical constraints. **Process and Policy Frustrations (4 comments)**: Detractors are upset about auction time extensions, reopened closed auctions, and lack of seller accountability for misrepresented items. **Dismissive/Hostile Responses (8 comments)**: Many responses are extremely brief or hostile, suggesting high levels of frustration that customers don't want to elaborate on. **New User Experience (4 comments)**: Several detractors indicate they are new users or haven't used the platform recently, suggesting onboarding or re-engagement challenges. The overall takeaway is that this spike quarter saw significant dissatisfaction with core platform economics (fees), technical functionality, and operational processes, particularly among newer users.",441062,1,detractor,,iterable,2025-12-23 00:00:00,2026,2,,personal,Bart Burrow,Authorized,False,never_transacted,KS,Upper Midwest,Northeast KS,0,0,0,0,2,9,0,0.0,1500.0,0,casual (< 10 bids),never_won,small ($1k-$5k),bid_last_90_days,established (1-3 years),never_transacted,none
FY2026 Q2 Detractors (Spike Quarter),Detractors from the quarter with the highest detractor rate (18.7%). Something changed this quarter.,124,36,"**Fee Structure Complaints (6 comments)**: Customers are frustrated with the 10% buyer's premium and additional fees, viewing them as uncompetitive compared to other auction sites. **Technical and Operational Issues (6 comments)**: Users report problems with search functionality, payment processing, slow title transfers, lack of mobile app, and bidding difficulties due to technical constraints. **Process and Policy Frustrations (4 comments)**: Detractors are upset about auction time extensions, reopened closed auctions, and lack of seller accountability for misrepresented items. **Dismissive/Hostile Responses (8 comments)**: Many responses are extremely brief or hostile, suggesting high levels of frustration that customers don't want to elaborate on. **New User Experience (4 comments)**: Several detractors indicate they are new users or haven't used the platform recently, suggesting onboarding or re-engagement challenges. The overall takeaway is that this spike quarter saw significant dissatisfaction with core platform economics (fees), technical functionality, and operational processes, particularly among newer users.",48823,1,detractor,,iterable,2025-12-09 00:00:00,2026,2,,personal,,Authorized,False,buyer_only,KS,Upper Midwest,South Central KS,2,0,3975,0,2,7,0,0.0,3325.0,0,casual (< 10 bids),never_won,small ($1k-$5k),bid_over_year_ago,veteran (5+ years),repeat,low
FY2026 Q2 Detractors (Spike Quarter),Detractors from the quarter with the highest detractor rate (18.7%). Something changed this quarter.,124,36,"**Fee Structure Complaints (6 comments)**: Customers are frustrated with the 10% buyer's premium and additional fees, viewing them as uncompetitive compared to other auction sites. **Technical and Operational Issues (6 comments)**: Users report problems with search functionality, payment processing, slow title transfers, lack of mobile app, and bidding difficulties due to technical constraints. **Process and Policy Frustrations (4 comments)**: Detractors are upset about auction time extensions, reopened closed auctions, and lack of seller accountability for misrepresented items. **Dismissive/Hostile Responses (8 comments)**: Many responses are extremely brief or hostile, suggesting high levels of frustration that customers don't want to elaborate on. **New User Experience (4 comments)**: Several detractors indicate they are new users or haven't used the platform recently, suggesting onboarding or re-engagement challenges. The overall takeaway is that this spike quarter saw significant dissatisfaction with core platform economics (fees), technical functionality, and operational processes, particularly among newer users.",434377,1,detractor,,iterable,2026-01-02 00:00:00,2026,2,,personal,,Authorized,False,never_transacted,IA,Upper Midwest,Northern IA,0,0,0,0,2,4,0,0.0,4150.0,0,casual (< 10 bids),never_won,small ($1k-$5k),bid_over_year_ago,established (1-3 years),never_transacted,none
FY2026 Q2 Detractors (Spike Quarter),Detractors from the quarter with the highest detractor rate (18.7%). Something changed this quarter.,124,36,"**Fee Structure Complaints (6 comments)**: Customers are frustrated with the 10% buyer's premium and additional fees, viewing them as uncompetitive compared to other auction sites. **Technical and Operational Issues (6 comments)**: Users report problems with search functionality, payment processing, slow title transfers, lack of mobile app, and bidding difficulties due to technical constraints. **Process and Policy Frustrations (4 comments)**: Detractors are upset about auction time extensions, reopened closed auctions, and lack of seller accountability for misrepresented items. **Dismissive/Hostile Responses (8 comments)**: Many responses are extremely brief or hostile, suggesting high levels of frustration that customers don't want to elaborate on. **New User Experience (4 comments)**: Several detractors indicate they are new users or haven't used the platform recently, suggesting onboarding or re-engagement challenges. The overall takeaway is that this spike quarter saw significant dissatisfaction with core platform economics (fees), technical functionality, and operational processes, particularly among newer users.",530331,1,detractor,,iterable,2026-01-07 00:00:00,2026,2,,personal,,Authorized,False,never_transacted,GA,South Atlantic,Atlanta GA,0,0,0,0,2,3,0,0.0,4800.0,0,casual (< 10 bids),never_won,small ($1k-$5k),bid_last_90_days,early (3-12 months),never_transacted,none
FY2026 Q2 Detractors (Spike Quarter),Detractors from the quarter with the highest detractor rate (18.7%). Something changed this quarter.,124,36,"**Fee Structure Complaints (6 comments)**: Customers are frustrated with the 10% buyer's premium and additional fees, viewing them as uncompetitive compared to other auction sites. **Technical and Operational Issues (6 comments)**: Users report problems with search functionality, payment processing, slow title transfers, lack of mobile app, and bidding difficulties due to technical constraints. **Process and Policy Frustrations (4 comments)**: Detractors are upset about auction time extensions, reopened closed auctions, and lack of seller accountability for misrepresented items. **Dismissive/Hostile Responses (8 comments)**: Many responses are extremely brief or hostile, suggesting high levels of frustration that customers don't want to elaborate on. **New User Experience (4 comments)**: Several detractors indicate they are new users or haven't used the platform recently, suggesting onboarding or re-engagement challenges. The overall takeaway is that this spike quarter saw significant dissatisfaction with core platform economics (fees), technical functionality, and operational processes, particularly among newer users.",515870,1,detractor,,iterable,2026-01-03 00:00:00,2026,2,,personal,Valley Truck INC,Authorized,False,seller_only,WI,Great Lakes,Northern WI (Wausau),0,1,0,4400,1,3,0,0.0,3500.0,0,casual (< 10 bids),never_won,small ($1k-$5k),bid_last_90_days,early (3-12 months),first_time,low
FY2026 Q2 Detractors (Spike Quarter),Detractors from the quarter with the highest detractor rate (18.7%). Something changed this quarter.,124,36,"**Fee Structure Complaints (6 comments)**: Customers are frustrated with the 10% buyer's premium and additional fees, viewing them as uncompetitive compared to other auction sites. **Technical and Operational Issues (6 comments)**: Users report problems with search functionality, payment processing, slow title transfers, lack of mobile app, and bidding difficulties due to technical constraints. **Process and Policy Frustrations (4 comments)**: Detractors are upset about auction time extensions, reopened closed auctions, and lack of seller accountability for misrepresented items. **Dismissive/Hostile Responses (8 comments)**: Many responses are extremely brief or hostile, suggesting high levels of frustration that customers don't want to elaborate on. **New User Experience (4 comments)**: Several detractors indicate they are new users or haven't used the platform recently, suggesting onboarding or re-engagement challenges. The overall takeaway is that this spike quarter saw significant dissatisfaction with core platform economics (fees), technical functionality, and operational processes, particularly among newer users.",97368,1,detractor,,iterable,2025-12-18 00:00:00,2026,2,,personal,,Authorized,False,buyer_only,KS,Upper Midwest,South Central KS,3,0,4275,0,1,2,0,0.0,34000.0,0,casual (< 10 bids),never_won,large ($15k-$50k),bid_over_year_ago,veteran (5+ years),repeat,medium
FY2026 Q2 Detractors (Spike Quarter),Detractors from the quarter with the highest detractor rate (18.7%). Something changed this quarter.,124,36,"**Fee Structure Complaints (6 comments)**: Customers are frustrated with the 10% buyer's premium and additional fees, viewing them as uncompetitive compared to other auction sites. **Technical and Operational Issues (6 comments)**: Users report problems with search functionality, payment processing, slow title transfers, lack of mobile app, and bidding difficulties due to technical constraints. **Process and Policy Frustrations (4 comments)**: Detractors are upset about auction time extensions, reopened closed auctions, and lack of seller accountability for misrepresented items. **Dismissive/Hostile Responses (8 comments)**: Many responses are extremely brief or hostile, suggesting high levels of frustration that customers don't want to elaborate on. **New User Experience (4 comments)**: Several detractors indicate they are new users or haven't used the platform recently, suggesting onboarding or re-engagement challenges. The overall takeaway is that this spike quarter saw significant dissatisfaction with core platform economics (fees), technical functionality, and operational processes, particularly among newer users.",436098,1,detractor,,iterable,2025-11-27 00:00:00,2026,2,,personal,,Authorized,False,never_transacted,IN,Great Lakes,Southeast IN (Wyoming OH),0,0,0,0,1,1,0,0.0,27000.0,0,casual (< 10 bids),never_won,large ($15k-$50k),bid_over_year_ago,established (1-3 years),never_transacted,none
FY2026 Q2 Detractors (Spike Quarter),Detractors from the quarter with the highest detractor rate (18.7%). Something changed this quarter.,124,36,"**Fee Structure Complaints (6 comments)**: Customers are frustrated with the 10% buyer's premium and additional fees, viewing them as uncompetitive compared to other auction sites. **Technical and Operational Issues (6 comments)**: Users report problems with search functionality, payment processing, slow title transfers, lack of mobile app, and bidding difficulties due to technical constraints. **Process and Policy Frustrations (4 comments)**: Detractors are upset about auction time extensions, reopened closed auctions, and lack of seller accountability for misrepresented items. **Dismissive/Hostile Responses (8 comments)**: Many responses are extremely brief or hostile, suggesting high levels of frustration that customers don't want to elaborate on. **New User Experience (4 comments)**: Several detractors indicate they are new users or haven't used the platform recently, suggesting onboarding or re-engagement challenges. The overall takeaway is that this spike quarter saw significant dissatisfaction with core platform economics (fees), technical functionality, and operational processes, particularly among newer users.",487296,1,detractor,,iterable,2025-11-19 00:00:00,2026,2,,personal,"Alamosa County, CO",Seller Account Only,False,seller_only,CO,Upper Midwest,Western Slope CO,0,2,0,89500,0,0,0,0.0,0.0,0,no_bids,no_bids,no_bids,never_bid,early (3-12 months),repeat,medium
FY2026 Q2 Detractors (Spike Quarter),Detractors from the quarter with the highest detractor rate (18.7%). Something changed this quarter.,124,36,"**Fee Structure Complaints (6 comments)**: Customers are frustrated with the 10% buyer's premium and additional fees, viewing them as uncompetitive compared to other auction sites. **Technical and Operational Issues (6 comments)**: Users report problems with search functionality, payment processing, slow title transfers, lack of mobile app, and bidding difficulties due to technical constraints. **Process and Policy Frustrations (4 comments)**: Detractors are upset about auction time extensions, reopened closed auctions, and lack of seller accountability for misrepresented items. **Dismissive/Hostile Responses (8 comments)**: Many responses are extremely brief or hostile, suggesting high levels of frustration that customers don't want to elaborate on. **New User Experience (4 comments)**: Several detractors indicate they are new users or haven't used the platform recently, suggesting onboarding or re-engagement challenges. The overall takeaway is that this spike quarter saw significant dissatisfaction with core platform economics (fees), technical functionality, and operational processes, particularly among newer users.",551182,1,detractor,Site won’t accept my credit card,posthog,2026-01-24 01:44:39,2026,2,Net promoter score (NPS),personal,,Invalid Card,False,never_transacted,TX,Southern Plains,Marble Falls TX,0,0,0,0,0,0,0,0.0,0.0,0,no_bids,no_bids,no_bids,never_bid,new (< 90 days),never_transacted,none
FY2026 Q2 Detractors (Spike Quarter),Detractors from the quarter with the highest detractor rate (18.7%). Something changed this quarter.,124,36,"**Fee Structure Complaints (6 comments)**: Customers are frustrated with the 10% buyer's premium and additional fees, viewing them as uncompetitive compared to other auction sites. **Technical and Operational Issues (6 comments)**: Users report problems with search functionality, payment processing, slow title transfers, lack of mobile app, and bidding difficulties due to technical constraints. **Process and Policy Frustrations (4 comments)**: Detractors are upset about auction time extensions, reopened closed auctions, and lack of seller accountability for misrepresented items. **Dismissive/Hostile Responses (8 comments)**: Many responses are extremely brief or hostile, suggesting high levels of frustration that customers don't want to elaborate on. **New User Experience (4 comments)**: Several detractors indicate they are new users or haven't used the platform recently, suggesting onboarding or re-engagement challenges. The overall takeaway is that this spike quarter saw significant dissatisfaction with core platform economics (fees), technical functionality, and operational processes, particularly among newer users.",50477,1,detractor,I don't like a buyers premium,iterable,2026-01-24 00:00:00,2026,2,,both,,Authorized,False,buyer_only,KS,Upper Midwest,South Central KS,1,0,825,0,0,0,0,0.0,0.0,0,no_bids,no_bids,no_bids,never_bid,veteran (5+ years),first_time,low
FY2026 Q2 Detractors (Spike Quarter),Detractors from the quarter with the highest detractor rate (18.7%). Something changed this quarter.,124,36,"**Fee Structure Complaints (6 comments)**: Customers are frustrated with the 10% buyer's premium and additional fees, viewing them as uncompetitive compared to other auction sites. **Technical and Operational Issues (6 comments)**: Users report problems with search functionality, payment processing, slow title transfers, lack of mobile app, and bidding difficulties due to technical constraints. **Process and Policy Frustrations (4 comments)**: Detractors are upset about auction time extensions, reopened closed auctions, and lack of seller accountability for misrepresented items. **Dismissive/Hostile Responses (8 comments)**: Many responses are extremely brief or hostile, suggesting high levels of frustration that customers don't want to elaborate on. **New User Experience (4 comments)**: Several detractors indicate they are new users or haven't used the platform recently, suggesting onboarding or re-engagement challenges. The overall takeaway is that this spike quarter saw significant dissatisfaction with core platform economics (fees), technical functionality, and operational processes, particularly among newer users.",537983,1,detractor,,iterable,2025-11-26 00:00:00,2026,2,,personal,,Watchlist Only,False,never_transacted,GA,South Atlantic,Northwest GA (Marietta),0,0,0,0,0,0,0,0.0,0.0,0,no_bids,no_bids,no_bids,never_bid,new (< 90 days),never_transacted,none
FY2026 Q2 Detractors (Spike Quarter),Detractors from the quarter with the highest detractor rate (18.7%). Something changed this quarter.,124,36,"**Fee Structure Complaints (6 comments)**: Customers are frustrated with the 10% buyer's premium and additional fees, viewing them as uncompetitive compared to other auction sites. **Technical and Operational Issues (6 comments)**: Users report problems with search functionality, payment processing, slow title transfers, lack of mobile app, and bidding difficulties due to technical constraints. **Process and Policy Frustrations (4 comments)**: Detractors are upset about auction time extensions, reopened closed auctions, and lack of seller accountability for misrepresented items. **Dismissive/Hostile Responses (8 comments)**: Many responses are extremely brief or hostile, suggesting high levels of frustration that customers don't want to elaborate on. **New User Experience (4 comments)**: Several detractors indicate they are new users or haven't used the platform recently, suggesting onboarding or re-engagement challenges. The overall takeaway is that this spike quarter saw significant dissatisfaction with core platform economics (fees), technical functionality, and operational processes, particularly among newer users.",100887,1,detractor,,iterable,2025-11-12 00:00:00,2026,2,,both,Ford County Feed Yard,Authorized,False,seller_only,KS,Upper Midwest,Southwest KS,0,4,0,14225,0,0,0,0.0,0.0,0,no_bids,no_bids,no_bids,never_bid,veteran (5+ years),repeat,medium
FY2026 Q2 Detractors (Spike Quarter),Detractors from the quarter with the highest detractor rate (18.7%). Something changed this quarter.,124,36,"**Fee Structure Complaints (6 comments)**: Customers are frustrated with the 10% buyer's premium and additional fees, viewing them as uncompetitive compared to other auction sites. **Technical and Operational Issues (6 comments)**: Users report problems with search functionality, payment processing, slow title transfers, lack of mobile app, and bidding difficulties due to technical constraints. **Process and Policy Frustrations (4 comments)**: Detractors are upset about auction time extensions, reopened closed auctions, and lack of seller accountability for misrepresented items. **Dismissive/Hostile Responses (8 comments)**: Many responses are extremely brief or hostile, suggesting high levels of frustration that customers don't want to elaborate on. **New User Experience (4 comments)**: Several detractors indicate they are new users or haven't used the platform recently, suggesting onboarding or re-engagement challenges. The overall takeaway is that this spike quarter saw significant dissatisfaction with core platform economics (fees), technical functionality, and operational processes, particularly among newer users.",499924,1,detractor,,iterable,2025-11-19 00:00:00,2026,2,,personal,City of Heavener,Watchlist Only,False,seller_only,OK,Southern Plains,Southeast OK (Durant),0,11,0,38650,0,0,0,0.0,0.0,0,no_bids,no_bids,no_bids,never_bid,early (3-12 months),active,high
FY2026 Q2 Detractors (Spike Quarter),Detractors from the quarter with the highest detractor rate (18.7%). Something changed this quarter.,124,36,"**Fee Structure Complaints (6 comments)**: Customers are frustrated with the 10% buyer's premium and additional fees, viewing them as uncompetitive compared to other auction sites. **Technical and Operational Issues (6 comments)**: Users report problems with search functionality, payment processing, slow title transfers, lack of mobile app, and bidding difficulties due to technical constraints. **Process and Policy Frustrations (4 comments)**: Detractors are upset about auction time extensions, reopened closed auctions, and lack of seller accountability for misrepresented items. **Dismissive/Hostile Responses (8 comments)**: Many responses are extremely brief or hostile, suggesting high levels of frustration that customers don't want to elaborate on. **New User Experience (4 comments)**: Several detractors indicate they are new users or haven't used the platform recently, suggesting onboarding or re-engagement challenges. The overall takeaway is that this spike quarter saw significant dissatisfaction with core platform economics (fees), technical functionality, and operational processes, particularly among newer users.",474933,1,detractor,,iterable,2026-01-03 00:00:00,2026,2,,business,,Watchlist Only,False,never_transacted,,,,0,0,0,0,0,0,0,0.0,0.0,0,no_bids,no_bids,no_bids,never_bid,established (1-3 years),never_transacted,none
FY2026 Q2 Detractors (Spike Quarter),Detractors from the quarter with the highest detractor rate (18.7%). Something changed this quarter.,124,36,"**Fee Structure Complaints (6 comments)**: Customers are frustrated with the 10% buyer's premium and additional fees, viewing them as uncompetitive compared to other auction sites. **Technical and Operational Issues (6 comments)**: Users report problems with search functionality, payment processing, slow title transfers, lack of mobile app, and bidding difficulties due to technical constraints. **Process and Policy Frustrations (4 comments)**: Detractors are upset about auction time extensions, reopened closed auctions, and lack of seller accountability for misrepresented items. **Dismissive/Hostile Responses (8 comments)**: Many responses are extremely brief or hostile, suggesting high levels of frustration that customers don't want to elaborate on. **New User Experience (4 comments)**: Several detractors indicate they are new users or haven't used the platform recently, suggesting onboarding or re-engagement challenges. The overall takeaway is that this spike quarter saw significant dissatisfaction with core platform economics (fees), technical functionality, and operational processes, particularly among newer users.",209899,1,detractor,,iterable,2025-11-25 00:00:00,2026,2,,personal,MFA Transportation,Authorized,False,seller_only,MO,Upper Midwest,Central MO,0,506,0,3246045,0,0,0,0.0,0.0,0,no_bids,no_bids,no_bids,never_bid,veteran (5+ years),power_user,very_high
FY2026 Q2 Detractors (Spike Quarter),Detractors from the quarter with the highest detractor rate (18.7%). Something changed this quarter.,124,36,"**Fee Structure Complaints (6 comments)**: Customers are frustrated with the 10% buyer's premium and additional fees, viewing them as uncompetitive compared to other auction sites. **Technical and Operational Issues (6 comments)**: Users report problems with search functionality, payment processing, slow title transfers, lack of mobile app, and bidding difficulties due to technical constraints. **Process and Policy Frustrations (4 comments)**: Detractors are upset about auction time extensions, reopened closed auctions, and lack of seller accountability for misrepresented items. **Dismissive/Hostile Responses (8 comments)**: Many responses are extremely brief or hostile, suggesting high levels of frustration that customers don't want to elaborate on. **New User Experience (4 comments)**: Several detractors indicate they are new users or haven't used the platform recently, suggesting onboarding or re-engagement challenges. The overall takeaway is that this spike quarter saw significant dissatisfaction with core platform economics (fees), technical functionality, and operational processes, particularly among newer users.",462296,1,detractor,Because I want to,posthog,2026-01-23 21:39:28,2026,2,Net promoter score (NPS),business,,Invalid Card,False,never_transacted,NC,South Atlantic,North Central NC (Greensboro),0,0,0,0,0,0,0,0.0,0.0,0,no_bids,no_bids,no_bids,never_bid,established (1-3 years),never_transacted,none
FY2026 Q2 Detractors (Spike Quarter),Detractors from the quarter with the highest detractor rate (18.7%). Something changed this quarter.,124,36,"**Fee Structure Complaints (6 comments)**: Customers are frustrated with the 10% buyer's premium and additional fees, viewing them as uncompetitive compared to other auction sites. **Technical and Operational Issues (6 comments)**: Users report problems with search functionality, payment processing, slow title transfers, lack of mobile app, and bidding difficulties due to technical constraints. **Process and Policy Frustrations (4 comments)**: Detractors are upset about auction time extensions, reopened closed auctions, and lack of seller accountability for misrepresented items. **Dismissive/Hostile Responses (8 comments)**: Many responses are extremely brief or hostile, suggesting high levels of frustration that customers don't want to elaborate on. **New User Experience (4 comments)**: Several detractors indicate they are new users or haven't used the platform recently, suggesting onboarding or re-engagement challenges. The overall takeaway is that this spike quarter saw significant dissatisfaction with core platform economics (fees), technical functionality, and operational processes, particularly among newer users.",440588,1,detractor,,iterable,2025-12-23 00:00:00,2026,2,,personal,"Taney County, MO",Watchlist Only,False,seller_only,MO,Southern Plains,NW Arkansas,0,11,0,46400,0,0,0,0.0,0.0,0,no_bids,no_bids,no_bids,never_bid,established (1-3 years),active,high
